1;15;17;12;15
23;21;22;20;24
5;18;20;17;14
19;13;13;13;13
4;24;26;24;19
26;12;11;14;12
24;14;14;15;16
8;26;19;27;26
27;24;25;26;24
11;17;15;23;16
15;16;16;16;18
20;23;23;22;21
14;19;18;18;19
13;27;27;25;27
22;20;21;19;23
12;22;23;21;21
2;9;9;11;5
6;7;6;7;6
16;4;4;3;6
17;2;2;2;3
3;5;5;6;9
9;3;3;4;2
7;6;8;5;4
21;10;11;9;8
18;11;10;10;11
10;8;7;8;10
25;1;1;1;1
