4909;3.452;19;3.988;20;2.163;25;3.663;19
4336;2.408;8;2.884;10;858;4;2.512;3
2416;3.381;16;3.655;17;2.447;29;4.082;39
2596;2.211;5;2.429;6;1.437;9;2.418;1
2709;2.633;10;2.946;11;997;5;3.532;11
3482;2.581;9;2.641;9;1.893;17;3.371;7
1862;4.747;51;5.070;43;3.495;49;4.583;52
2342;3.409;17;3.518;16;2.573;32;4.572;50
3077;3.214;14;3.786;18;1.667;15;3.371;7
4964;2.085;3;2.139;4;1.712;16;2.512;3
5536;3.053;13;3.391;13;1.967;21;3.371;7
3130;2.263;6;2.487;7;814;3;3.266;6
4017;3.944;30;4.544;31;2.695;34;4.026;37
4568;3.794;28;4.140;25;2.855;38;4.390;47
3399;2.771;11;3.109;12;1.221;8;3.532;11
99;2.085;3;2.080;3;1.038;6;3.532;11
4816;1.317;2;1.186;1;471;1;3.532;11
4509;3.427;18;3.786;18;2.375;28;4.011;34
2050;4.079;34;4.544;31;3.402;45;3.639;17
4667;2.366;7;2.620;8;1.523;13;2.512;3
4194;3.462;20;3.487;15;3.423;46;3.802;27
2767;1.173;1;1.260;2;584;2;2.418;1
5349;4.623;46;5.127;46;2.935;39;4.390;47
4826;3.990;31;4.272;28;3.138;41;4.572;50
5196;3.651;25;3.999;21;2.695;34;4.208;44
387;4.725;49;5.138;47;3.573;50;4.011;34
147;3.990;31;4.927;41;1.455;10;3.802;27
3416;4.536;44;5.270;50;1.180;7;4.162;43
3894;4.064;33;4.869;37;1.943;20;3.993;33
97;3.858;29;4.829;35;1.500;12;3.548;15
1779;4.237;41;5.015;42;2.024;22;3.989;32
2754;3.527;22;4.140;25;2.047;24;3.639;17
2893;3.246;15;3.465;14;2.764;36;3.548;15
5163;3.512;21;4.069;24;2.192;26;3.696;22
1334;4.353;42;5.152;49;1.921;19;3.780;24
2567;5.047;52;5.418;52;2.662;33;4.082;39
4104;3.527;22;4.013;22;1.893;17;4.208;44
842;3.678;26;4.371;29;2.024;22;3.780;24
4582;3.636;24;4.241;27;2.305;27;3.696;22
2514;4.184;39;4.880;39;2.465;30;4.026;37
5001;4.684;48;5.138;47;3.338;44;4.011;34
3597;4.582;45;4.869;37;4.004;52;3.929;30
4284;2.902;12;2.358;5;3.627;51;3.371;7
3196;4.121;36;4.511;30;3.423;46;3.929;30
1333;3.686;27;4.013;22;3.168;42;3.780;24
1615;4.199;40;5.113;44;1.485;11;3.663;19
2773;4.121;36;4.718;34;2.778;37;4.137;42
5461;4.099;35;4.685;33;3.059;40;3.802;27
1409;4.725;49;5.113;44;3.480;48;4.305;46
44;4.371;43;4.859;36;3.243;43;4.082;39
1457;4.623;46;5.270;50;1.566;14;4.390;47
4614;4.137;38;4.895;40;2.533;31;3.663;19
3559;3.904;9;4.565;12;3.138;5;3.018;3
1065;4.353;13;4.785;14;3.832;13;3.323;7
1469;3.553;4;3.834;5;3.083;3;3.802;12
4650;3.771;7;4.127;8;3.377;7;3.438;9
1948;5.207;17;5.436;18;3.509;10;3.993;15
235;3.100;2;3.099;2;3.151;6;3.087;5
4840;3.579;5;3.910;6;3.093;4;3.599;10
90;5.454;19;5.479;19;5.219;19;4.682;17
3808;5.563;22;5.563;22;5.565;22;4.819;20
4425;3.836;8;3.640;3;4.265;15;3.993;15
5384;4.824;15;5.152;16;4.004;14;3.802;12
1763;5.520;20;5.514;20;5.482;20;4.819;20
2058;3.714;6;4.061;7;3.495;9;3.087;5
4877;5.368;18;5.404;17;4.893;17;4.819;20
171;1.735;1;1.798;1;877;1;2.984;1
3256;4.768;14;4.628;13;4.967;18;4.682;17
391;5.551;21;5.546;21;5.554;21;3.599;10
1021;3.381;3;3.802;4;2.855;2;2.984;1
4532;3.904;9;4.306;9;3.677;12;3.018;3
473;4.960;16;5.092;15;4.291;16;4.682;17
2113;4.005;11;4.469;11;3.480;8;3.323;7
552;4.048;12;4.325;10;3.613;11;3.946;14
2813;5.128;42;5.332;45;4.017;27;4.137;33
4786;4.564;25;4.415;16;5.148;52;3.780;17
5128;4.637;27;4.785;28;3.874;21;4.914;56
494;4.303;20;4.448;18;4.054;29;4.106;32
4979;4.150;15;4.614;21;3.243;6;4.011;27
2085;5.339;47;5.423;48;4.636;38;4.278;39
2656;4.452;24;4.718;26;4.172;30;3.639;14
132;4.986;38;5.323;44;3.613;13;3.802;21
3026;4.768;30;4.768;27;5.131;51;3.802;21
4116;4.917;32;5.028;35;4.762;43;4.045;30
5219;5.384;50;5.429;49;4.879;48;4.713;54
4718;5.139;44;5.000;32;5.364;56;4.603;50
5203;4.747;29;5.015;34;3.927;22;4.208;35
3143;4.917;32;5.152;38;3.927;22;4.508;48
4398;4.713;28;4.785;28;4.575;36;4.278;39
4749;5.047;41;5.000;32;5.064;50;4.603;50
444;5.356;49;5.429;49;4.425;33;4.914;56
319;5.393;51;5.487;54;4.698;40;3.639;14
2230;4.945;35;5.192;40;4.332;31;3.780;17
2631;4.917;32;5.180;39;4.425;33;3.548;11
4125;4.099;13;4.353;15;3.423;9;4.372;45
4079;4.623;26;4.469;20;4.829;45;4.603;50
4413;5.353;48;5.294;43;5.409;59;4.713;54
3351;5.464;55;5.509;55;4.384;32;5.179;59
492;5.035;40;5.127;37;4.741;42;4.278;39
1103;3.567;9;3.850;10;3.138;5;3.639;14
2036;5.475;56;5.447;51;5.532;62;4.278;39
3466;4.150;15;4.829;30;3.530;11;2.107;1
4491;3.350;3;3.540;6;3.402;7;2.552;2
2428;5.424;52;5.514;57;3.969;26;4.372;45
3630;3.527;7;3.074;3;4.715;41;3.233;7
5491;5.515;58;5.551;61;3.861;20;4.045;30
4672;5.234;45;5.252;41;4.444;35;5.344;61
2381;5.515;58;5.532;59;5.180;53;4.508;48
5138;4.960;37;5.092;36;4.858;46;3.897;24
42;4.150;15;4.439;17;3.832;18;3.780;17
2152;4.290;19;4.672;25;3.423;9;4.189;34
5017;1.545;1;1.548;1;858;1;2.914;3
180;4.778;31;4.915;31;4.794;44;3.802;21
1654;5.534;61;5.541;60;5.338;55;4.603;50
1863;3.858;11;4.061;11;3.927;22;3.233;7
1786;4.079;12;3.763;9;4.858;46;4.011;27
1283;5.128;42;5.369;46;3.783;17;4.011;27
3145;4.303;20;4.448;18;3.936;25;4.261;36
4161;4.945;35;5.270;42;3.751;16;3.897;24
2555;3.381;4;3.099;4;4.017;27;3.513;9
2116;5.537;62;5.557;62;3.841;19;5.179;59
1468;2.719;2;2.870;2;2.008;2;3.087;5
4945;4.199;18;4.628;23;3.662;14;3.513;9
2564;4.986;38;4.628;23;5.364;56;5.127;58
2423;5.511;57;5.509;55;5.494;61;4.278;39
1;3.527;7;3.640;7;3.662;14;2.914;3
3616;5.452;54;5.468;52;5.405;58;4.261;36
3091;4.303;20;4.113;13;4.636;38;4.372;45
1425;3.409;6;3.323;5;3.530;11;3.897;24
2035;3.636;10;4.105;12;3.059;4;3.146;6
2119;5.532;60;5.523;58;5.473;60;5.344;61
5108;4.137;14;4.614;21;3.402;7;3.599;13
116;5.444;53;5.471;53;5.284;54;4.261;36
3359;5.270;46;5.369;46;4.608;37;4.305;44
3287;3.398;5;3.640;7;2.953;3;3.548;11
1736;4.319;23;4.127;14;5.034;49;3.780;17
1807;4.452;13;4.741;13;4.091;12;3.663;9
4750;3.771;11;3.571;11;4.478;13;3.663;9
2142;650;1;400;1;544;1;2.953;2
1726;3.812;12;3.887;12;3.914;11;3.663;9
1667;3.238;9;3.289;10;3.320;10;2.953;2
2031;2.947;6;2.936;7;2.662;3;3.564;5
3519;3.340;10;3.211;8;3.151;8;4.341;14
245;2.986;7;2.884;6;2.913;6;3.663;9
4416;2.497;2;2.556;5;2.533;2;2.107;1
1169;5.128;14;5.120;14;5.208;14;4.208;13
2172;2.597;4;2.487;4;2.662;3;2.953;2
4166;3.214;8;3.276;9;3.027;7;3.564;5
3200;2.699;5;2.154;3;3.206;9;3.564;5
412;2.581;3;2.139;2;2.903;5;3.564;5
2044;5.417;15;5.332;15;5.548;15;4.341;14
2694;3.214;25;3.200;19;3.728;72;2.258;12
3441;3.119;22;3.276;22;2.695;24;3.378;74
3224;5.320;128;5.468;131;4.425;110;3.233;51
14;5.430;135;5.514;135;4.660;118;3.323;68
2137;5.101;110;5.401;121;3.138;38;4.045;114
2857;4.220;69;4.371;61;4.332;104;3.438;79
2706;2.880;14;3.450;25;1.180;5;2.795;30
3258;2.755;10;3.165;18;1.893;11;2.186;11
5030;5.508;140;5.550;141;4.054;85;3.323;68
4740;1.451;2;1.355;2;2.088;15;1.031;2
4400;4.876;103;5.303;112;3.530;62;3.285;60
981;5.405;133;5.491;134;4.893;125;3.479;88
5075;5.270;124;5.442;124;4.222;96;3.438;79
5551;5.184;117;5.208;99;5.392;141;3.378;74
2799;5.430;135;5.459;128;5.299;139;4.208;119
3172;3.794;47;3.670;33;4.384;108;3.479;88
2377;4.371;79;5.054;93;3.308;46;2.512;20
1424;2.434;4;2.513;9;2.405;19;2.086;6
3970;717;1;766;1;421;1;1.987;3
4369;4.810;99;4.768;76;5.120;134;4.137;117
2723;2.825;13;2.444;6;3.059;36;3.846;104
2234;4.290;76;4.565;67;3.691;71;4.208;119
690;5.035;108;5.192;98;4.402;109;4.278;126
5262;3.812;49;3.751;36;3.751;73;4.341;133
4682;4.220;69;4.909;82;2.953;31;3.438;79
4869;3.279;27;3.200;19;3.573;66;3.174;47
1972;4.407;81;4.927;84;3.206;42;3.962;110
1108;5.139;112;5.358;118;4.222;96;3.479;88
3914;4.824;100;5.028;90;4.777;120;3.285;60
781;5.520;141;5.527;137;5.430;142;4.372;137
572;4.319;78;4.869;80;3.423;56;3.285;60
568;4.237;72;4.172;55;4.815;124;3.513;91
2749;3.836;50;4.587;69;2.533;20;3.378;74
3643;2.771;11;2.774;11;3.043;35;2.107;8
186;5.059;109;5.242;106;4.054;85;4.489;139
3750;2.497;6;2.499;7;2.680;23;2.107;8
35;5.535;142;5.554;142;5.064;131;3.323;68
3818;2.902;15;2.190;4;3.914;79;3.233;51
4389;3.079;20;3.323;23;2.819;29;2.512;20
296;4.725;96;5.217;102;3.402;54;3.438;79
4167;4.684;95;5.345;115;2.349;18;2.932;37
3956;3.944;58;4.371;61;3.584;67;3.087;43
4771;5.454;137;5.526;136;4.103;90;4.489;139
2845;4.999;107;5.127;96;5.109;133;3.174;47
5144;3.579;35;3.617;30;3.613;68;3.696;95
4124;3.890;54;4.272;58;2.973;32;4.341;133
1184;4.917;105;5.287;110;3.770;74;3.285;60
2122;4.258;74;3.874;43;4.979;127;4.372;137
4747;4.601;91;5.028;90;4.054;85;2.624;26
4796;5.424;134;5.487;133;4.777;120;4.278;126
4951;4.407;81;5.028;90;2.996;33;3.696;95
3405;5.328;130;5.459;128;4.636;117;3.174;47
5126;3.794;47;3.751;36;4.103;90;3.696;95
2943;4.518;88;4.820;79;4.332;104;3.233;51
3625;4.137;64;4.628;70;3.558;64;3.285;60
3295;5.479;138;5.533;139;4.715;119;3.438;79
3744;4.474;87;4.915;83;3.509;61;3.874;107
3112;3.370;29;3.617;30;2.716;25;3.846;104
5244;5.300;126;5.423;123;4.236;98;4.208;119
907;5.149;114;5.459;128;3.423;56;2.466;19
788;3.540;32;4.151;54;2.325;16;3.233;51
1918;4.917;105;4.705;73;5.338;140;4.489;139
1746;5.128;111;5.242;106;5.058;130;3.513;91
547;3.686;42;4.105;48;3.377;53;2.888;35
4195;4.290;76;4.013;47;5.249;137;3.378;74
3810;2.731;8;2.789;12;2.071;14;3.438;79
2032;4.666;93;4.705;73;4.994;129;3.696;95
3312;3.959;59;4.105;48;4.478;111;2.512;20
3207;3.161;23;2.898;16;3.243;44;4.045;114
1755;3.636;38;4.645;72;1.943;12;2.107;8
3564;5.559;143;5.561;143;5.430;142;4.278;126
1161;4.048;63;4.127;52;4.291;101;3.438;79
4686;4.768;98;5.138;97;4.103;90;3.233;51
167;3.678;41;3.834;40;4.054;85;2.436;18
3106;5.320;128;5.471;132;4.312;103;3.323;68
553;5.489;139;5.536;140;4.236;98;3.962;110
5511;4.237;72;4.880;81;3.206;42;3.146;46
3283;3.651;39;3.487;26;3.955;80;3.962;110
1036;3.686;42;5.000;88;1.242;6;515;1
1559;5.139;112;5.323;114;4.082;89;4.208;119
5315;3.890;54;3.887;45;4.367;106;3.323;68
521;5.256;121;5.378;119;4.794;122;3.513;91
4434;2.997;17;2.983;17;3.168;40;2.795;30
4346;4.168;67;4.371;61;4.135;93;3.438;79
2063;4.137;64;4.938;86;2.745;27;2.932;37
3780;5.384;132;5.529;138;3.351;52;3.285;60
1250;3.849;51;4.256;57;3.465;59;3.174;47
3653;3.624;37;4.105;48;2.533;20;3.962;110
3433;2.451;5;2.657;10;1.523;7;2.932;37
2546;4.747;97;5.102;95;4.151;94;3.233;51
1319;3.990;61;3.763;38;4.367;106;4.341;133
5378;5.164;116;5.447;126;3.423;56;2.984;40
5151;4.907;104;5.308;113;3.613;68;3.233;51
3040;4.029;62;4.127;52;4.291;101;3.323;68
2497;5.264;123;5.447;126;4.035;83;3.233;51
2898;5.256;121;5.418;122;4.236;98;3.639;94
1465;5.246;119;5.281;109;5.131;135;4.137;117
5161;4.278;75;4.325;59;4.491;112;3.696;95
446;4.666;93;4.628;70;4.794;122;4.341;133
1744;2.809;12;3.200;19;1.873;10;2.624;26
1331;3.238;26;3.786;39;2.024;13;2.984;40
5413;3.758;46;4.325;59;2.732;26;3.731;102
