1;19;22;15;16
23;21;23;16;13
5;15;17;14;14
19;12;14;7;17
4;17;19;18;15
26;11;11;11;10
24;25;27;20;22
8;27;25;27;27
27;26;26;26;20
11;20;17;23;19
15;16;12;21;21
20;23;20;25;25
14;14;12;17;18
13;24;24;24;26
22;18;16;19;24
12;22;21;22;23
2;10;10;13;7
6;7;6;12;8
16;3;2;3;6
17;2;3;2;3
3;6;7;6;9
9;4;4;5;1
7;4;4;4;4
21;8;9;8;5
18;13;15;10;12
10;9;8;9;10
25;1;1;1;2
