1;17;18;12;20
23;21;22;16;18
5;22;23;17;19
19;12;9;13;13
4;19;24;20;12
26;13;13;14;15
24;18;17;19;20
8;26;25;27;26
27;25;26;26;24
11;16;15;23;14
15;14;14;17;17
20;24;21;24;25
14;15;16;15;16
13;27;27;25;27
22;19;19;21;23
12;23;20;22;22
2;8;8;11;7
6;7;7;8;5
16;4;3;3;10
17;2;2;2;4
3;6;5;6;9
9;3;4;5;2
7;4;6;4;3
21;10;10;8;8
18;11;12;7;10
10;9;11;10;6
25;1;1;1;1
