4909;3.275;29;3.458;22;2.709;23;4.366;39
4336;1.842;6;1.957;7;1.136;6;2.849;17
2416;3.115;19;2.798;14;2.842;29;4.552;44
2596;1.362;3;1.593;3;870;4;2.112;3
2709;2.134;8;1.921;6;1.939;9;3.167;24
3482;2.309;10;2.266;9;2.266;12;2.453;10
1862;3.847;38;4.463;38;3.173;40;3.987;35
2342;3.884;40;4.095;33;3.386;47;4.732;49
3077;2.621;12;3.270;19;1.858;8;2.216;5
4964;2.964;17;3.618;24;2.592;19;1.987;2
5536;2.199;9;2.399;10;1.967;10;1.905;1
3130;1.486;4;1.649;4;848;3;2.661;14
4017;4.238;45;4.887;43;3.190;41;4.602;47
4568;3.234;24;3.502;23;2.562;16;4.366;39
3399;2.386;11;2.578;12;1.967;10;2.562;12
99;1.595;5;1.712;5;897;5;2.990;19
4816;876;1;1.232;2;241;1;2.216;5
4509;2.802;15;2.988;15;2.405;14;3.428;27
2050;3.234;24;3.737;27;3.068;38;2.504;11
4667;1.904;7;1.995;8;1.318;7;2.754;15
4194;2.663;13;2.690;13;2.709;23;2.562;12
2767;993;2;883;1;739;2;2.754;15
5349;3.186;22;3.249;18;2.952;35;3.726;30
4826;4.467;50;5.145;50;3.334;46;4.168;38
5196;3.234;24;3.300;20;2.767;26;4.366;39
387;4.331;48;4.920;45;3.576;52;3.871;33
147;3.587;34;4.733;41;2.562;16;2.940;18
3416;3.771;36;4.351;37;2.842;29;4.732;49
3894;3.407;32;3.434;21;3.538;50;3.167;24
97;3.186;22;3.868;30;2.562;16;3.077;21
1779;4.309;47;5.301;52;2.490;15;4.064;36
2754;3.136;20;3.753;28;2.807;28;2.216;5
2893;2.946;16;3.053;16;2.842;29;2.990;19
5163;3.070;18;3.716;26;2.667;22;2.161;4
1334;3.866;39;4.964;47;2.592;19;3.540;29
2567;4.238;45;4.909;44;3.220;42;4.400;42
4104;3.820;37;4.201;34;3.120;39;4.732;49
842;3.333;31;3.634;25;2.883;32;3.897;34
4582;3.234;24;4.081;32;2.343;13;3.129;22
2514;3.984;43;4.774;42;2.924;33;4.400;42
5001;4.467;50;4.936;46;3.506;49;4.661;48
3597;3.756;35;4.241;35;3.562;51;3.129;22
4284;2.776;14;3.100;17;2.613;21;2.357;9
3196;3.275;29;3.753;28;2.924;33;3.167;24
1333;3.136;20;2.531;11;3.403;48;3.751;31
1615;3.884;40;4.646;40;2.709;23;4.732;49
2773;4.198;44;5.111;49;2.952;35;3.775;32
5461;3.234;24;4.007;31;2.789;27;2.259;8
1409;4.416;49;5.031;48;3.293;44;4.552;44
44;3.927;42;4.502;39;3.304;45;4.064;36
1457;4.540;52;5.180;51;3.235;43;4.579;46
4614;3.534;33;4.241;35;3.000;37;3.428;27
3559;4.055;8;4.588;9;3.894;13;2.754;2
1065;4.444;12;4.742;10;4.023;15;4.131;13
1469;3.820;7;4.241;7;3.334;6;4.131;13
4650;4.416;11;4.964;13;3.576;7;4.064;10
1948;4.742;14;5.342;15;3.607;8;3.362;4
235;2.802;2;2.304;2;2.871;4;3.897;8
4840;3.055;3;2.924;3;2.767;2;4.100;11
90;5.332;17;5.398;18;4.476;16;5.254;21
3808;5.559;22;5.558;22;5.434;21;5.128;18
4425;3.587;5;3.078;4;3.980;14;4.131;13
5384;5.186;16;5.462;19;3.853;12;4.245;16
1763;5.529;21;5.493;20;5.513;22;5.207;19
2058;3.653;6;3.658;5;3.734;9;3.629;5
4877;5.382;19;5.353;16;5.226;18;5.207;19
171;1.107;1;849;1;832;1;3.214;3
3256;4.903;15;4.390;8;5.259;20;5.049;17
391;5.473;20;5.526;21;5.251;19;3.726;7
1021;3.291;4;3.737;6;2.861;3;3.629;5
4532;4.081;9;4.742;10;3.734;9;2.661;1
473;5.332;17;5.375;17;4.583;17;5.291;22
2113;4.167;10;4.862;12;3.304;5;4.028;9
552;4.718;13;5.206;14;3.734;9;4.100;11
2813;5.416;46;5.446;47;5.434;53;3.831;21
4786;5.049;35;4.758;25;5.434;53;4.028;30
5128;4.284;17;3.458;9;4.963;34;4.958;51
494;5.027;34;5.053;32;4.903;29;4.552;41
